0.9388	4.7783e-08	1.4183e-07	7.8771e-09	5.1283e-08	5.9207e-08	6.8741e-09	1.376e-07	8.9528e-08	1.003e-08	4.351e-08	7.817e-08	5.9486e-09	6.4284e-08	1.3798e-07	5.3723e-09	5.2642e-07	3.6378e-07	4.8418e-08	5.8307e-08	1.1296e-07	7.3945e-09	1.2595e-08	2.5561e-08	1.7992e-09	6.1228e-08	1.8873e-07	7.8462e-09	4.0902e-08	6.536e-08	5.362e-09	7.8563e-08	2.9272e-07	1.0025e-08	5.5883e-07	6.3132e-07	2.0515e-08	1.0226e-07	1.2072e-07	5.2792e-09	5.3848e-08	1.0167e-07	6.4675e-09	1.9186e-07	1.8527e-06	3.2741e-08	5.49e-08	5.87e-08	6.24e-09	4.9886e-08	1.1005e-07	6.8901e-09	3.711e-08	6.8472e-08	5.889e-09
0.94286	6.0061e-08	1.1229e-07	8.6858e-09	6.1884e-08	7.4349e-08	8.5368e-09	1.1311e-07	3.5261e-07	1.0427e-08	4.567e-08	6.6207e-08	6.6877e-09	6.3145e-08	1.8103e-07	6.7833e-09	1.0629e-06	9.7175e-07	1.8752e-08	6.8679e-08	1.3539e-07	9.2131e-09	1.2824e-08	1.7465e-08	1.9327e-09	9.2598e-08	2.7141e-07	1.0241e-08	4.43e-08	6.4094e-08	6.6745e-09	1.0262e-07	1.9526e-07	9.995e-09	8.7216e-07	1.2322e-06	2.6416e-08	1.118e-07	1.574e-07	6.4778e-09	5.6816e-08	8.5725e-08	7.0139e-09	7.3772e-07	7.768e-07	1.4222e-08	4.98e-08	6.11e-08	4.84e-09	6.3643e-08	1.0318e-07	8.494e-09	3.9709e-08	9.5132e-08	7.0731e-09
0.94679	6.1263e-08	1.5644e-07	1.7425e-08	6.0572e-08	1.0767e-07	1.795e-08	1.6911e-07	3.8069e-07	1.354e-08	4.4682e-08	8.9058e-08	1.1863e-08	7.4068e-08	1.7574e-07	1.0562e-08	1.0629e-06	7.3794e-07	1.4823e-08	6.8163e-08	2.1889e-07	1.8286e-08	1.4627e-08	2.1402e-08	2.363e-09	1.0203e-07	4.6131e-07	2.051e-08	4.2669e-08	8.3709e-08	1.0888e-08	1.0229e-07	4.6431e-07	1.9907e-08	9.8605e-07	2.003e-06	5.8578e-08	1.2562e-07	1.7786e-07	1.0737e-08	5.4512e-08	1.2303e-07	1.242e-08	1.8943e-07	1.1168e-06	2.1857e-08	5.95e-08	9.07e-08	1.22e-08	5.6211e-08	1.4228e-07	1.6753e-08	4.3683e-08	1.1061e-07	1.2093e-08
0.95058	7.8543e-08	9.9934e-08	9.2597e-09	5.3277e-08	7.9578e-08	9.2715e-09	1.3183e-07	2.8179e-07	1.0407e-08	4.8455e-08	6.8862e-08	7.0435e-09	8.538e-08	2.5147e-07	9.2e-09	5.1482e-07	5.8426e-07	1.2589e-08	6.466e-08	1.3995e-07	1.0269e-08	2.1708e-08	2.341e-08	1.5888e-09	7.8209e-08	3.0206e-07	1.0546e-08	4.7774e-08	7.2081e-08	6.3647e-09	1.1167e-07	7.2266e-07	2.0313e-08	8.4967e-07	1.4106e-06	3.094e-08	1.2725e-07	1.7043e-07	7.2288e-09	5.7226e-08	7.8743e-08	7.3732e-09	1.0509e-07	5.9636e-07	2.6065e-08	5.49e-08	7.76e-08	7.71e-09	7.2364e-08	9.6865e-08	8.7146e-09	4.3992e-08	1.2638e-07	7.5132e-09
0.95425	8.4155e-08	9.4754e-08	6.1893e-09	5.6251e-08	5.7288e-08	7.2544e-09	8.8519e-08	1.4594e-07	1.161e-08	5.5832e-08	6.5656e-08	5.9735e-09	7.9636e-08	3.0828e-07	9.5145e-09	5.6063e-07	1.9289e-06	3.0003e-08	6.3026e-08	8.4491e-08	7.1859e-09	1.363e-08	2.1609e-08	1.7637e-09	6.3495e-08	1.6054e-07	7.2847e-09	5.2004e-08	6.7627e-08	5.5189e-09	1.3065e-07	3.6816e-07	1.0252e-08	4.0091e-07	6.5648e-07	1.4642e-08	1.1635e-07	1.7107e-07	6.4873e-09	6.4259e-08	7.0627e-08	6.2351e-09	2.0402e-07	1.0513e-06	1.0788e-08	6.05e-08	6.23e-08	6.89e-09	9.277e-08	9.0525e-08	5.8507e-09	4.095e-08	1.3624e-07	7.2431e-09
0.95777	5.7883e-08	1.199e-07	9.0362e-09	6.0424e-08	7.9896e-08	9.7811e-09	8.7096e-08	1.0716e-07	9.9593e-09	5.7119e-08	7.6393e-08	7.2164e-09	7.1848e-08	2.0367e-07	7.9078e-09	3.1302e-07	1.1477e-06	3.0003e-08	7.0105e-08	1.5404e-07	9.7091e-09	1.3904e-08	1.7465e-08	1.8028e-09	8.5321e-08	2.9657e-07	1.1366e-08	5.1492e-08	6.9473e-08	6.8984e-09	9.5634e-08	2.0289e-07	1.09e-08	9.0639e-07	1.1664e-06	2.7111e-08	1.2394e-07	1.4053e-07	7.0358e-09	6.2036e-08	9.6763e-08	7.514e-09	1.9186e-07	1.0513e-06	2.3152e-08	7.87e-08	8.36e-08	8.06e-09	6.0453e-08	1.1599e-07	8.7938e-09	4.3638e-08	9.4279e-08	8.0135e-09
0.96116	5.8209e-08	1.1507e-07	9.115e-09	6.3918e-08	8.2523e-08	8.1312e-09	1.3299e-07	8.544e-08	6.5123e-09	5.6268e-08	7.247e-08	8.3982e-09	7.3552e-08	8.7547e-08	6.2785e-09	9.3761e-07	1.1298e-06	1.4823e-08	7.1824e-08	1.5801e-07	9.9244e-09	1.5016e-08	1.1072e-08	1.1604e-09	9.7422e-08	3.243e-07	1.0436e-08	5.3928e-08	6.7989e-08	6.6415e-09	1.1386e-07	7.2191e-07	1.8354e-08	1.011e-06	1.6152e-06	3.4136e-08	1.3862e-07	1.1912e-07	6.8007e-09	6.2579e-08	8.9752e-08	7.8492e-09	1.9186e-07	1.1168e-06	1.3829e-08	7.42e-08	8.52e-08	7.09e-09	6.1769e-08	1.0816e-07	8.6339e-09	4.6857e-08	5.5344e-08	6.9033e-09
0.96442	1.4251e-07	2.4758e-07	7.2094e-09	7.8235e-08	8.3458e-08	5.516e-09	8.4439e-08	1.1596e-07	6.2209e-09	8.0069e-08	1.2376e-07	6.6468e-09	9.5824e-08	1.7394e-07	5.8556e-09	2.3782e-07	1.9289e-06	3.0368e-08	9.0557e-08	1.6676e-07	6.7925e-09	3.7495e-08	1.4714e-08	1.2166e-09	1.2416e-07	3.5534e-07	7.145e-09	7.3146e-08	1.0408e-07	5.8279e-09	1.0295e-07	4.2083e-07	1.1095e-08	7.7154e-07	1.7168e-06	1.36e-08	1.5357e-07	1.7363e-07	5.6533e-09	9.0588e-08	1.4967e-07	7.5437e-09	2.7447e-07	1.0803e-06	2.1857e-08	8.03e-08	9.07e-08	5.86e-09	1.5969e-07	2.0967e-07	6.2496e-09	5.2692e-08	9.0283e-08	5.4816e-09
0.96754	1.1173e-07	2.3133e-07	7.469e-09	8.1256e-08	1.2616e-07	6.2868e-09	8.4822e-08	1.517e-07	7.3435e-09	7.448e-08	1.2775e-07	6.6903e-09	8.7301e-08	1.955e-07	6.4706e-09	3.1302e-07	1.3305e-06	3.1823e-08	9.0207e-08	2.8312e-07	7.7649e-09	3.0373e-08	2.0127e-08	1.3788e-09	1.2531e-07	5.3426e-07	9.6073e-09	6.7428e-08	1.0681e-07	6.0758e-09	1.3004e-07	2.6987e-07	7.5618e-09	8.3125e-07	2.0701e-06	2.1128e-08	1.5334e-07	1.9363e-07	5.8879e-09	8.3402e-08	1.7376e-07	7.9054e-09	3.5383e-07	7.3153e-07	8.3207e-09	6.98e-08	1.71e-07	6.89e-09	1.2106e-07	2.2386e-07	6.9061e-09	5.2018e-08	1.0122e-07	5.9543e-09
0.97052	7.8932e-08	1.6912e-07	9.7319e-09	7.3848e-08	1.0946e-07	9.8198e-09	1.4304e-07	1.9799e-07	1.1008e-08	6.3673e-08	1.066e-07	8.2035e-09	1.1987e-07	2.2657e-07	9.4343e-09	3.839e-07	1.1298e-06	3.0003e-08	7.8741e-08	2.0239e-07	1.0039e-08	2.5939e-08	3.1709e-08	2.082e-09	1.0859e-07	3.8784e-07	1.1974e-08	5.82e-08	9.6714e-08	7.748e-09	1.2779e-07	2.1129e-07	1.0473e-08	8.3338e-07	1.3841e-06	2.4252e-08	1.603e-07	2.497e-07	7.9353e-09	7.2223e-08	1.4085e-07	8.8168e-09	1.9167e-07	1.0299e-06	1.8539e-08	5.95e-08	1.09e-07	7.74e-09	8.6474e-08	1.6173e-07	9.5108e-09	5.6e-08	1.3007e-07	8.6651e-09
